movie,chapter,character,listener,dialog
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Angelina Johnson,"Not only that, but what about the"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Angelina Johnson,This isn't a coincidence.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Angelina Johnson,She knows.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Harry Potter,She can't!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Ron Weasley,"Look, we don't know how many people could have overheard our meeting and told her."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Harry Potter,Or somebody at the meeting could have blabbed to her.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"No, they couldn't have. The parchment we all signed was enchanted, like I said. No one can betray the D.A. without us knowing."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,"What would we do without you, Hermione?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Hermione Granger,Hedwig!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,She's hurt!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Hermione Granger,She doesn't look very good.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Harry Potter,"Harry, you'd better take her to Professor Grubby-Plank. She'll know what to do."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,Potter!
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,Where on earth are you going at this time of night?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Minerva McGonagall,It's Hedwig. I think she's been attacked.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,What?
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,"Yes, I think you might be right, Potter. She looks at Harry."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Minerva McGonagall,London.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,"Well, give her to me. I'll run her"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,There you are.
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,"Bear in mind, Potter, that channels of communication in and out of Hogwarts are being watched, won't you?"
Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Minerva McGonagall,"Yes, Professor."
Harry Potter and the Order of the Phoenix,In the Hog's Head,Minerva McGonagall,Harry Potter,"Good. Now, off to bed."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dobby,Harry Potter,Mr. Harry Potter!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,Dobby! What are you doing here?
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dobby,Harry Potter,"Dobby is cleaning, sir."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,"What is it, Dobby."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dobby,Harry Potter,Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,"Don't worry about it, Dobby. But I don't think you can help me."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,"Actually, there is something you can do, Dobby."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,I need a room where twenty-eight people can practice Defense Against the Dark Arts without the teachers knowing. Especially Professor Umbridge.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dobby,Harry Potter,"Dobby knows of the perfect place, Harry Potter! It is the Room of Requirement, sir. You can only use the room in times of great need. Whatever you need will be there for you, Harry Potter."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,"That's brilliant, Dobby!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dobby,Harry Potter,"Dobby can show you now, if you wish, Harry Potter."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dobby,"Better not, Dobby. School is pretty intense right now. We'll do it ina few months, before the holidays."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Lee Jordan,Harry Potter,...and Slytherin is up forty to ten. Alica with the quaffle!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Students,Ron Weasley,"Weasley is our King, Weasley is our King, He always lets the Quaffle in, Weasley is our King!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Ron Weasley,"Just ignore them, Ron!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Draco Malfoy,Ron Weasley,"I should thank you, Weasley. You're definitely our best player!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Hermione Granger,Harry Potter,"Harry, are you all right?"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Draco Malfoy,Harry Potter,"Bet you loved that, Potter! Saved Weasley's neck, didn't you?"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Draco Malfoy,Harry Potter,I've never seen a worse Keeper! Maybe we should add some more verses to our little song. About his filthy mother!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Draco Malfoy,Harry Potter,And his pathetic loser of a father too!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Draco Malfoy,Harry Potter,"But then, you like the Weasleys, don't you? How can you stand the stink? I guess it reminds you of your own dear mother!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Rolanda Hooch,Harry Potter,Impedimenta!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Rolanda Hooch,Harry Potter,"Don't make me stupify you, Potter!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Harry Potter,My office. Now.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Harry Potter,"In all my thirty-nine years at this school, I have never seen such a disgusting display."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Minerva McGonagall,Malfoy provoked us.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Harry Potter,Of course he wanted to provoke you! He'd just lost!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Harry Potter,I cannot express in words the disappointment I feel right now.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Dolores Umbridge,"What is it, Dolores?"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Minerva McGonagall,I thought you might need some additional authority in dealing with these two.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Dolores Umbridge,You thought wrong. Now kindly remove yourself from my office.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Dolores Umbridge,"Now, I don't care what Malfoy said. Your performance out there was shameful. Fifty points from Gryffindor, and I'm giving you both a week's worth of detentions."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Minerva McGonagall,I hardly think that's an adequate punishment for this.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Minerva McGonagall,"Educational Decree Twenty-Five. It gives me, as High Inquisitor, the power to give punishments and privileges, and to alter those given out to students by other members of the staff."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Minerva McGonagall,"So, I think a life-long ban from playing quidditch should do the trick for both of these. Oh, and this one's twin as well. He was going to attack Malfoy as well."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dolores Umbridge,Ban us...for life.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Harry Potter,"Yes, indeed, Mr. Potter."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Harry Potter,"Ah, I'll take your brooms as well."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Dolores Umbridge,Harry Potter,"Well, have a wonderful day."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Dolores Umbridge,You've--!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Minerva McGonagall,Harry Potter,"My hands are tied, Potter."
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Angelina Johnson,Harry Potter,I can't believe it...three players banned for life in one day...
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Ron Weasley,Angelina Johnson,I'm going to resign.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Ron Weasley,You can't!
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Ron Weasley,Harry Potter,I'm horrible! I should never have joined.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Harry Potter,Ron Weasley,"If you quit, we'll be out four players!"
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Ron Weasley,Harry Potter,This is the worst day of my life.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Hermione Granger,"Ron Weasley, Harry Potter",I know something that could cheer you up.
Harry Potter and the Order of the Phoenix,Dumbledore's Army,Hermione Granger,"Ron Weasley, Harry Potter",Hagrid's back!
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Rubeus Hagrid,"Hagrid, what happened to you?"
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Rubeus Hagrid,Harry Potter,"I've fine, I tell yeh!"
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Ron Weasley,Rubeus Hagrid,"Come off it, Hagrid! We're not blind!"
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Rubeus Hagrid,"Ron Weasley, Harry Potter","Can' answer tha', I'm afraid. Top secret, that is. Business of the Order."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Rubeus Hagrid,"We know you were looking for giants, Hagrid. Dumbledore said so last year."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Rubeus Hagrid,"Ron Weasley, Harry Potter","Oh. Well, yeah, I was, then. Went with Madame Maxime. Took us a month to get to their camp."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Ron Weasley,Rubeus Hagrid,A month?
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Rubeus Hagrid,"Ron Weasley, Harry Potter","O' course! Can' do magic, not with the Ministry followin' us all the way. Plus, giants aren't fond o' wizards. Don' trust 'em."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Rubeus Hagrid,So what did you do when you found them?
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Ron Weasley,Rubeus Hagrid,So...no giants are coming?
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Rubeus Hagrid,"Ron Weasley, Harry Potter","Well, not righ' away. We brought our message, an' I expec' a fair few'll remember it afore teh end comes."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Rubeus Hagrid,Glad to see all of you could find this place all right.
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Neville Longbottom,Harry Potter,"Hey, Harry, what is all this stuff?"
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Neville Longbottom,Loads of Defense Against the Dark Arts equipment. Hopefully we'll be able to get to all of it before the end of term.
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Zacharias Smith,Harry Potter,Oh please. Professor Lockhart taught us that in second year.
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Ron Weasley,Harry Potter,Lockhart didn't teach as much as prune himself.
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Ron Weasley,"Besides, it works. I used it against You-Know-Who last June. It saved my life."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Ron Weasley,"Right. Well, let's split into pairs and give it a go."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Neville Longbottom,Harry Potter,Expelliarmus!
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Neville Longbottom,"Well done, Neville!"
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Neville Longbottom,"Look here, you lot! Neville's really got the hang of this one."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Neville Longbottom,,Expelliarmus!
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Neville Longbottom,,I did it! I did it!
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Neville Longbottom,"Never forget this spell, Neville. It could save your live some day."
Harry Potter and the Order of the Phoenix,Hagrid's Tale,Harry Potter,Neville Longbottom,"Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!"
Harry Potter and the Order of the Phoenix,Occlumency,Neville Longbottom,Harry Potter,What's wrong with him?
Harry Potter and the Order of the Phoenix,Occlumency,Ron Weasley,Harry Potter,Get McGonagall! Go!
Harry Potter and the Order of the Phoenix,Occlumency,Ron Weasley,Harry Potter,Harry! HARRY!
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Harry Potter,Potter!
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Harry Potter,"Wake up, Potter. Wake up. Please..."
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Minerva McGonagall,Mr. Weasley's been attacked!
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Harry Potter,"You dreamed this, Potter?"
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Minerva McGonagall,"No, I saw it happen! I...I was there..."
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Harry Potter,"You're sure this happened, Potter?"
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Harry Potter,"We're going to see the Headmaster, Potter."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Minerva McGonagall,"Professor McGonagall, and...ah..."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Minerva McGonagall,What can I do for you?
Harry Potter and the Order of the Phoenix,Occlumency,Minerva McGonagall,Albus Dumbledore,"Well, Potter has had some kind of nightmare..."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Harry Potter,How did you see this? How were you positioned when you saw it?
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Albus Dumbledore,Oh. Uh...I was the snake. I saw it from the snake's perspective.
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Harry Potter,Is Arthur seriously injured?
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Albus Dumbledore,Yes!
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Harry Potter,You were listening?
Harry Potter and the Order of the Phoenix,Occlumency,Everard,Albus Dumbledore,Naturally.
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Everard,Raise the alarm. We must make sure Arthur is found by the right people.
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Everard,"Many of our previous headmasters and mistresses have portraits in other institutions, allowing them to move between them."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Everard,"Fawkes, we will need a warning."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Everard,"Naturally, naturally."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Everard,What news?
Harry Potter and the Order of the Phoenix,Occlumency,Everard,Albus Dumbledore,I shouted until someone came. They carried him up seconds ago. He doesn't look good. Covered in blood...
Harry Potter and the Order of the Phoenix,Occlumency,Dilys Derwent,Albus Dumbledore,"Dumbledore, I've just seen them arrive at St. Mungos. Apperated there moments ago. He looks really bad."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Dilys Derwent,Good.
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Dilys Derwent,"Minerva, the rest of the Weasleys will need to be awoken."
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Phineas,Phineas.
Harry Potter and the Order of the Phoenix,Occlumency,Albus Dumbledore,Phineas,"Phineas, I need you to visit your other portrait. Tell Sirius what happened and that we are coming to stay for a while."
Harry Potter and the Order of the Phoenix,Occlumency,Phineas,Albus Dumbledore,"It's late, Dumbledore..."
Harry Potter and the Order of the Phoenix,Occlumency,Phineas,Albus Dumbledore,"I'm going, I'm going..."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Sit, Potter."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"As you are well aware, I will be teaching you Occlumency. The headmaster feels you should learn this form of magic to defend yourself against the Dark Lord, who is skilled at Legilimency."
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,"What's that, Professor?"
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,Legilimency is the ability to extract thoughts and feelings from others.
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,Voldemort can read minds?
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"As usual, you have all the subtlety of a stone wall, Potter."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"The mind is not a book, of which any page can be examined. The mind is complex and multi-layered."
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,So he could read our minds right now?
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,"But hasn't it helped so far? I mean, it saved Mr. Weasley's life, didn't it?"
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Wand out, Potter."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,You may use any spell you can think of to try and repel me.
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,What are you going to do?
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,I am going to break into your mind.
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,No!
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Well, you stopped me eventually. Ideally, you should repel me with your mind."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Clear your mind, Potter. Abandon"
Harry Potter and the Order of the Phoenix,Occlumency,Arthur Weasley,Harry Potter,"Come on, Harry!"
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,I've been there before...
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,What was that?
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,I've just realized...
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"Realized what, Potter?"
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,"What's in the Department of Mysteries, sir?"
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,What did you say?
Harry Potter and the Order of the Phoenix,Occlumency,Harry Potter,Severus Snape,"That corridor, I've been dreaming about it for months...it leads to the Department of Mysteries, I'm sure of it."
Harry Potter and the Order of the Phoenix,Occlumency,Severus Snape,Harry Potter,"There are many things in the Department of Mysteries, Potter, none of which concern you."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Sybill Trelawney,I can do whatever I wish!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Sybill Trelawney,Dolores Umbridge,This is my home!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Sybill Trelawney,Not anymore.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Sybill Trelawney,Now remove yourself from this castle!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Sybill Trelawney,"I have the authority, Headmaster!"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"Oh, I agree with you, Professor Umbridge. You do have the power to dismiss my teachers. However..."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,-..-You cannot send them from this
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,And what of her quarters when I appoint a new teacher.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"Happily, that will not be necessary. I have found a successor"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,This is Firenze.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Ron Weasley,Harry Potter,So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?
Harry Potter and the Order of the Phoenix,Unquiet Escape,Harry Potter,Ron Weasley,It's got to be.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,"Ron Weasley, Harry Potter",That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Harry Potter,"Hermione Granger, Ron Weasley","Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Ron Weasley,"Hermione Granger, Harry Potter",But why the Department of Mysteries?
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,"Ron Weasley, Harry Potter","It makes perfect sense, Ron. It's got to be something the Ministry's been developing. Something top secret."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,"Ron Weasley, Harry Potter",Look at this. There's been a mass escape from Azkaban.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Ron Weasley,"Hermione Granger, Harry Potter",Bloody hell!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Harry Potter,"Hermione Granger, Ron Weasley",They're all Death Eaters!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Hermione Granger,"Ron Weasley, Harry Potter",Yes.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Harry Potter,"Hermione Granger, Ron Weasley",Voldemort.
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,Since I had received information some time ago that Potter and a number of other students had met in the Hog's Head to start an illegal group--
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"I'm not sure that's true, Professor."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,I'm sorry?
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"In point of fact, when young Potter met those students it was not illegal."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,"But two days later, Educational Decree Twenty-Four was introduced."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,I have a witness right here!
Harry Potter and the Order of the Phoenix,Unquiet Escape,Albus Dumbledore,Dolores Umbridge,"Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight."
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,"Let's ask her, shall we?"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,You can shake your head for an
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,"What do you mean by shaking your head, girl?"
Harry Potter and the Order of the Phoenix,Unquiet Escape,Dolores Umbridge,Albus Dumbledore,But what about Potter? He was the
